"model_id","base_id","inference_type","confidence","inference_source"
"echos-keeper/Qwen3-MOE-6x6B-Star-Trek-Universe-Alpha-D-256k-ctx-36B-Q5_K_M-GGUF","DavidAU/Qwen3-MOE-6x6B-Star-Trek-Universe-Alpha-D-256k-ctx-36B","quantized","high","explicit_tag | base_model:quantized:DavidAU/Qwen3-MOE-6x6B-Star-Trek-Universe-Alpha-D-256k-ctx-36B"
"CHNtentes/Qwen3-4B-Thinking-2507_Meow","Qwen/Qwen3-4B-Thinking-2507","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-4B-Thinking-2507; cardData.base_model_relation=finetune"
"TheBloke/speechless-code-mistral-7B-v1.0-GPTQ","uukuguy/speechless-code-mistral-7b-v1.0","finetune","high","explicit_card | cardData.base_model=uukuguy/speechless-code-mistral-7b-v1.0; cardData.base_model_relation=finetune"
"TheBloke/speechless-code-mistral-7B-v1.0-GPTQ","uukuguy/speechless-code-mistral-7b-v1.0","quantized","high","explicit_tag | base_model:quantized:uukuguy/speechless-code-mistral-7b-v1.0"
"FBogaerts/Qwen-3-1.7B-Finetuned","Qwen/Qwen3-1.7B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-1.7B-Base; cardData.base_model_relation=finetune"
"FBogaerts/Qwen-3-1.7B-Finetuned","Qwen/Qwen3-1.7B-Base","adapter","high","explicit_tag | base_model:adapter:Qwen/Qwen3-1.7B-Base"
"thegeeksinfo/openmrs-nlp-sql","NumbersStation/nsql-350M","finetune","high","explicit_card | cardData.base_model=NumbersStation/nsql-350M; cardData.base_model_relation=finetune"
"thegeeksinfo/openmrs-nlp-sql","NumbersStation/nsql-350M","adapter","high","explicit_tag | base_model:adapter:NumbersStation/nsql-350M"
"TheBloke/Octocoder-GGML","bigcode/octocoder","finetune","high","explicit_card | cardData.base_model=bigcode/octocoder; cardData.base_model_relation=finetune"
"kasterkeqi/Lumo-8B-Fork-Sol-Copilot","meta-llama/Llama-3.1-8B-Instruct","finetune","high","explicit_card | cardData.base_model=meta-llama/Llama-3.1-8B-Instruct; cardData.base_model_relation=finetune"
"kasterkeqi/Lumo-8B-Fork-Sol-Copilot","meta-llama/Llama-3.1-8B-Instruct","quantized","high","explicit_tag | base_model:quantized:meta-llama/Llama-3.1-8B-Instruct"
"mradermacher/Qwen3-Coder-42B-A3B-Instruct-TOTAL-RECALL-MASTER-CODER-M-768k-ctx-GGUF","mradermacher/Qwen3-Coder-42B-A3B-Instruct-TOTAL-RECALL-MASTER-CODER-M-768k-ctx-i1-GGUF","finetune","high","explicit_card | cardData.base_model=DavidAU/Qwen3-Coder-42B-A3B-Instruct-TOTAL-RECALL-MASTER-CODER-M-768k-ctx; cardData.base_model_relation=finetune | validated: base_id 'DavidAU/Qwen3-Coder-42B-A3B-Instruct-TOTAL-RECALL-MASTER-CODER-M-768k-ctx' -> 'mradermacher/Qwen3-Coder-42B-A3B-Instruct-TOTAL-RECALL-MASTER-CODER-M-768k-ctx-i1-GGUF'"
"QuantFactory/Qwen2.5-Coder-7B-Instruct-GGUF","Qwen/Qwen2.5-Coder-7B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-7B; cardData.base_model_relation=finetune"
"QuantFactory/Qwen2.5-Coder-7B-Instruct-GGUF","Qwen/Qwen2.5-Coder-7B","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen2.5-Coder-7B"
"cyankiwi/DASD-4B-Thinking-AWQ-4bit","Alibaba-Apsara/DASD-4B-Thinking","finetune","high","explicit_card | cardData.base_model=Alibaba-Apsara/DASD-4B-Thinking; cardData.base_model_relation=finetune"
"cyankiwi/DASD-4B-Thinking-AWQ-4bit","Alibaba-Apsara/DASD-4B-Thinking","quantized","high","explicit_tag | base_model:quantized:Alibaba-Apsara/DASD-4B-Thinking"
"jacobhoffmann/CodeLlama-13B-TestGen-Dart_v0.2","meta-llama/CodeLlama-13b-hf","finetune","high","explicit_card | cardData.base_model=meta-llama/CodeLlama-13b-hf; cardData.base_model_relation=finetune"
"saurabh5/qwen3.2-8b-nothink","Qwen/Qwen3-8B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-8B-Base; cardData.base_model_relation=finetune"
"m-muraki/Qwen3-30B-A3B-Thinking-2507-FP8","Qwen/Qwen3-30B-A3B-Thinking-2507","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-30B-A3B-Thinking-2507; cardData.base_model_relation=finetune"
"m-muraki/Qwen3-30B-A3B-Thinking-2507-FP8","Qwen/Qwen3-30B-A3B-Thinking-2507","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3-30B-A3B-Thinking-2507"
"sohomn/Siem_qlora_ultrafast_250","mistralai/Mistral-7B-Instruct-v0.2","finetune","high","explicit_card | cardData.base_model=mistralai/Mistral-7B-Instruct-v0.2; cardData.base_model_relation=finetune"
"medxiaorudan/CodeLlama_CPP_FineTuned","codellama/CodeLlama-7b-hf","finetune","high","explicit_card | cardData.base_model=codellama/CodeLlama-7b-hf; cardData.base_model_relation=finetune"
"medxiaorudan/CodeLlama_CPP_FineTuned","codellama/CodeLlama-7b-hf","adapter","high","explicit_tag | base_model:adapter:codellama/CodeLlama-7b-hf"
"TevunahAi/NextCoder-32B-TevunahAi-GPTQ","microsoft/NextCoder-32B","quantized","high","explicit_card | cardData.base_model=microsoft/NextCoder-32B; cardData.base_model_relation=quantized"
"qingy2024/UIGEN-T1.1-Qwen-32B","Qwen/Qwen2.5-Coder-32B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-32B-Instruct; cardData.base_model_relation=finetune"
"Muennighoff/Qwen3-1.7B","Qwen/Qwen3-1.7B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-1.7B-Base; cardData.base_model_relation=finetune"
"Phoenix21/codeact-qwen2.5-3b","Qwen/Qwen2.5-3B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-3B; cardData.base_model_relation=finetune"
"Phoenix21/codeact-qwen2.5-3b","Qwen/Qwen2.5-3B","adapter","high","explicit_tag | base_model:adapter:Qwen/Qwen2.5-3B"
"CISCai/OpenCodeInterpreter-DS-6.7B-SOTA-GGUF","m-a-p/OpenCodeInterpreter-DS-6.7B","finetune","high","explicit_card | cardData.base_model=m-a-p/OpenCodeInterpreter-DS-6.7B; cardData.base_model_relation=finetune"
"CISCai/OpenCodeInterpreter-DS-6.7B-SOTA-GGUF","m-a-p/OpenCodeInterpreter-DS-6.7B","quantized","high","explicit_tag | base_model:quantized:m-a-p/OpenCodeInterpreter-DS-6.7B"
"morganstanley/qqWen-14B-sft","Qwen/Qwen2.5-14B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-14B-Instruct; cardData.base_model_relation=finetune"
"bachngo/DiffuCoder-7B-Q4KM","apple/DiffuCoder-7B-Instruct","finetune","high","explicit_card | cardData.base_model=apple/DiffuCoder-7B-Instruct; cardData.base_model_relation=finetune"
"huggit0000/Qwen3-0.6B-GGUF-FP32","Qwen/Qwen3-0.6B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-0.6B; cardData.base_model_relation=finetune"
"huggit0000/Qwen3-0.6B-GGUF-FP32","Qwen/Qwen3-0.6B","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3-0.6B"
"TheBloke/XwinCoder-34B-GGUF","Xwin-LM/XwinCoder-34B","finetune","high","explicit_card | cardData.base_model=Xwin-LM/XwinCoder-34B; cardData.base_model_relation=finetune"
"TheBloke/XwinCoder-34B-GGUF","Xwin-LM/XwinCoder-34B","quantized","high","explicit_tag | base_model:quantized:Xwin-LM/XwinCoder-34B"
"InfosysEnterprise/NT-Java-1.1B","bigcode/starcoderbase-1b","finetune","high","openai_inference"
"Easonnoway/codellama_rq1_sft","codellama/CodeLlama-7b-Instruct-hf","finetune","high","explicit_card | cardData.base_model=codellama/CodeLlama-7b-Instruct-hf; cardData.base_model_relation=finetune"
"GPT4All-Community/Phi-3.1-mini-128k-instruct-GGUF","microsoft/Phi-3-mini-128k-instruct","finetune","high","explicit_card | cardData.base_model=Microsoft/Phi-3-Mini-128K-Instruct; cardData.base_model_relation=finetune | validated: base_id 'Microsoft/Phi-3-Mini-128K-Instruct' -> 'microsoft/Phi-3-mini-128k-instruct'"
"kotlarmilos/gemma3-reasoning","google/gemma-3-1b-it","finetune","high","explicit_card | cardData.base_model=google/gemma-3-1b-it; cardData.base_model_relation=finetune"
"kotlarmilos/gemma3-reasoning","google/gemma-3-1b-it","adapter","high","explicit_tag | base_model:adapter:google/gemma-3-1b-it"
"Mercy-62/python-code-only-Qwen-lora","unsloth/Qwen3-4B-unsloth-bnb-4bit","finetune","high","explicit_card | cardData.base_model=unsloth/qwen3-4b-unsloth-bnb-4bit; cardData.base_model_relation=finetune | validated: base_id 'unsloth/qwen3-4b-unsloth-bnb-4bit' -> 'unsloth/Qwen3-4B-unsloth-bnb-4bit'"
"EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.1","mradermacher/Athene-codegemma-2-7b-it-alpaca-v1.1-GGUF","finetune","high","explicit_card | cardData.base_model=EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1; cardData.base_model_relation=finetune | validated: base_id 'EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1' -> 'mradermacher/Athene-codegemma-2-7b-it-alpaca-v1.1-GGUF'"
"Azurastar2903/Qwen3-0.6B-rk3588-1.2.1","Qwen/Qwen3-0.6B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-0.6B-Base; cardData.base_model_relation=finetune"
"HeavensHackDev/Gear-2-500m","Qwen/Qwen2.5-0.5B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-0.5B-Instruct; cardData.base_model_relation=finetune"
"HeavensHackDev/Gear-2-500m","Qwen/Qwen2.5-0.5B-Instruct","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen2.5-0.5B-Instruct"
"Muennighoff/Qwen2.5-1.5B-Instruct","Qwen/Qwen2.5-1.5B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-1.5B; cardData.base_model_relation=finetune"
"heretic-org/Qwen3-4B-Thinking-2507-heretic","Qwen/Qwen3-4B-Thinking-2507","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-4B-Thinking-2507; cardData.base_model_relation=finetune"
"smirki/UIGENT-30B-Lora-400-merged","Qwen/Qwen3-Coder-30B-A3B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-Coder-30B-A3B-Instruct; cardData.base_model_relation=finetune"
"OpenGenerativeAI/Bifrost-27B","google/gemma-3-27b-it","finetune","high","explicit_card | cardData.base_model=google/gemma-3-27b-it; cardData.base_model_relation=finetune"
"BW297/qwen3-8B","Qwen/Qwen3-8B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-8B-Base; cardData.base_model_relation=finetune"
"kxdw2580/DeepSeek-R1-0528-Qwen3-8B-catgirl-v2.5-gptqv2-4bit","kxdw2580/DeepSeek-R1-0528-Qwen3-8B-catgirl-v2.5","finetune","high","explicit_card | cardData.base_model=kxdw2580/DeepSeek-R1-0528-Qwen3-8B-catgirl-v2.5; cardData.base_model_relation=finetune"
"kxdw2580/DeepSeek-R1-0528-Qwen3-8B-catgirl-v2.5-gptqv2-4bit","kxdw2580/DeepSeek-R1-0528-Qwen3-8B-catgirl-v2.5","quantized","high","explicit_tag | base_model:quantized:kxdw2580/DeepSeek-R1-0528-Qwen3-8B-catgirl-v2.5"
"cerebras/MiniMax-M2-REAP-172B-A10B","MiniMaxAI/MiniMax-M2","finetune","high","explicit_card | cardData.base_model=MiniMaxAI/MiniMax-M2; cardData.base_model_relation=finetune"
"cerebras/MiniMax-M2-REAP-172B-A10B","MiniMaxAI/MiniMax-M2","quantized","high","explicit_tag | base_model:quantized:MiniMaxAI/MiniMax-M2"
"dineth554/legion-coder-8m-10k","dineth554/legion-coder-8m","finetune","high","openai_inference"
"c01zaut/Qwen2.5-Coder-1.5B-Instruct-rk3588-1.1.1","Qwen/Qwen2.5-Coder-1.5B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-1.5B; cardData.base_model_relation=finetune"
"QuantTrio/Qwen3-Coder-30B-A3B-Instruct-GPTQ-Int8","Qwen/Qwen3-Coder-30B-A3B-Instruct","quantized","high","explicit_card | cardData.base_model=Qwen/Qwen3-Coder-30B-A3B-Instruct; cardData.base_model_relation=quantized"
"noirchan/DARE-TIES-Qwen2.5-Coder-Karasu-0.1","Qwen/Qwen2.5-Coder-7B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-7B-Instruct; cardData.base_model_relation=finetune"
"noirchan/DARE-TIES-Qwen2.5-Coder-Karasu-0.1","lightblue/Karasu-DPO-7B","finetune","high","explicit_card | cardData.base_model=lightblue/Karasu-DPO-7B; cardData.base_model_relation=finetune"
"noirchan/DARE-TIES-Qwen2.5-Coder-Karasu-0.1","Qwen/Qwen2.5-Coder-7B-Instruct","merge","high","explicit_tag | base_model:merge:Qwen/Qwen2.5-Coder-7B-Instruct"
"noirchan/DARE-TIES-Qwen2.5-Coder-Karasu-0.1","lightblue/Karasu-DPO-7B","merge","high","explicit_tag | base_model:merge:lightblue/Karasu-DPO-7B"
"JetBrains-Research/OpenCoder-1.5B-Text-Files","infly/OpenCoder-1.5B-Base","finetune","high","explicit_card | cardData.base_model=infly/OpenCoder-1.5B-Base; cardData.base_model_relation=finetune"
"lmstudio-community/codegemma-1.1-7b-it-GGUF","google/codegemma-1.1-7b-it","finetune","high","explicit_card | cardData.base_model=google/codegemma-1.1-7b-it; cardData.base_model_relation=finetune"
"lmstudio-community/codegemma-1.1-7b-it-GGUF","google/codegemma-1.1-7b-it","quantized","high","explicit_tag | base_model:quantized:google/codegemma-1.1-7b-it"
"championonaa/w-1-10-35-11-18","Qwen/Qwen3-0.6B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-0.6B-Base; cardData.base_model_relation=finetune"
"lmstudio-community/CodeLlama-7B-KStack-GGUF","JetBrains/CodeLlama-7B-KStack","finetune","high","explicit_card | cardData.base_model=JetBrains/CodeLlama-7B-KStack; cardData.base_model_relation=finetune"
"lmstudio-community/CodeLlama-7B-KStack-GGUF","JetBrains/CodeLlama-7B-KStack","quantized","high","explicit_tag | base_model:quantized:JetBrains/CodeLlama-7B-KStack"
"stratalab-org/Qwen3-8B-GGUF","Qwen/Qwen3-8B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-8B; cardData.base_model_relation=finetune"
"stratalab-org/Qwen3-8B-GGUF","Qwen/Qwen3-8B","quantized","high","explicit_tag | base_model:quantized:Qwen/Qwen3-8B"
"Naholav/diverse-instruction","Qwen/Qwen2.5-Coder-1.5B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-1.5B-Instruct; cardData.base_model_relation=finetune"
"Naholav/diverse-instruction","Qwen/Qwen2.5-Coder-1.5B-Instruct","adapter","high","explicit_tag | base_model:adapter:Qwen/Qwen2.5-Coder-1.5B-Instruct"
"introvoyz041/Qwen3-Esper3-Reasoning-CODER-Instruct-12B-Brainstorm20x-q6-mlx-mlx-8Bit","nightmedia/Qwen3-Esper3-Reasoning-CODER-Instruct-12B-Brainstorm20x-q6-mlx","finetune","high","explicit_card | cardData.base_model=nightmedia/Qwen3-Esper3-Reasoning-CODER-Instruct-12B-Brainstorm20x-q6-mlx; cardData.base_model_relation=finetune"
"introvoyz041/Qwen3-Esper3-Reasoning-CODER-Instruct-12B-Brainstorm20x-q6-mlx-mlx-8Bit","nightmedia/Qwen3-Esper3-Reasoning-CODER-Instruct-12B-Brainstorm20x-q6-mlx","quantized","high","explicit_tag | base_model:quantized:nightmedia/Qwen3-Esper3-Reasoning-CODER-Instruct-12B-Brainstorm20x-q6-mlx"
"monsterapi/llama2_7b_DolphinCoder","meta-llama/Llama-2-7b-hf","finetune","high","explicit_card | cardData.base_model=meta-llama/Llama-2-7b-hf; cardData.base_model_relation=finetune"
"monsterapi/llama2_7b_DolphinCoder","meta-llama/Llama-2-7b-hf","adapter","high","explicit_tag | base_model:adapter:meta-llama/Llama-2-7b-hf"
"freddm/Devstral-Small-2-24B-Instruct-2512-GGUF","mistralai/Devstral-Small-2-24B-Instruct-2512","finetune","high","explicit_card | cardData.base_model=mistralai/Devstral-Small-2-24B-Instruct-2512; cardData.base_model_relation=finetune"
"freddm/Devstral-Small-2-24B-Instruct-2512-GGUF","mistralai/Devstral-Small-2-24B-Instruct-2512","quantized","high","explicit_tag | base_model:quantized:mistralai/Devstral-Small-2-24B-Instruct-2512"
"xiaohoufly/green-coder-v1","Qwen/Qwen3-1.7B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-1.7B-Base; cardData.base_model_relation=finetune"
"Azurastar2903/Qwen3-1.7B-rk3588-1.2.1","Qwen/Qwen3-1.7B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-1.7B-Base; cardData.base_model_relation=finetune"
"MaziyarPanahi/calme-2.1-llama3.1-70b","meta-llama/Llama-3.1-70B-Instruct","finetune","high","explicit_card | cardData.base_model=meta-llama/Meta-Llama-3.1-70B-Instruct; cardData.base_model_relation=finetune | validated: base_id 'meta-llama/Meta-Llama-3.1-70B-Instruct' -> 'meta-llama/Llama-3.1-70B-Instruct'"
"QuantFactory/DeepSeek-Coder-V2-Lite-Instruct-GGUF","deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct","finetune","high","explicit_card | cardData.base_model=deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct; cardData.base_model_relation=finetune"
"QuantFactory/DeepSeek-Coder-V2-Lite-Instruct-GGUF","deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct","quantized","high","explicit_tag | base_model:quantized:deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct"
"mradermacher/Qwen2.5-Wolverine-CODER-11B-V2-GGUF","mradermacher/Qwen2.5-Wolverine-CODER-11B-V2-i1-GGUF","finetune","high","explicit_card | cardData.base_model=DavidAU/Qwen2.5-Wolverine-CODER-11B-V2; cardData.base_model_relation=finetune | validated: base_id 'DavidAU/Qwen2.5-Wolverine-CODER-11B-V2' -> 'mradermacher/Qwen2.5-Wolverine-CODER-11B-V2-i1-GGUF'"
"XxviguxX/Qwen2.5-Coder-1.5B-Instruct-rk3588-1.1.2","Qwen/Qwen2.5-Coder-1.5B","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-1.5B; cardData.base_model_relation=finetune"
"teamaMohamed115/smollm-360m-code-lora","HuggingFaceTB/SmolLM2-360M","finetune","high","explicit_card | cardData.base_model=HuggingFaceTB/SmolLM2-360M; cardData.base_model_relation=finetune"
"akiray1/Qwen3-8B-rope175-2","Qwen/Qwen3-8B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-8B-Base; cardData.base_model_relation=finetune"
"sunblaze-ucb/OLMo-2-7B-SFT-Intuitor-MATH-1EPOCH","allenai/OLMo-2-1124-7B-SFT","finetune","high","explicit_card | cardData.base_model=allenai/OLMo-2-1124-7B-SFT; cardData.base_model_relation=finetune"
"thelamapi/next-70b-GGUF","thelamapi/next-70b","finetune","high","explicit_card | cardData.base_model=thelamapi/next-70b; cardData.base_model_relation=finetune"
"thelamapi/next-70b-GGUF","thelamapi/next-70b","quantized","high","explicit_tag | base_model:quantized:thelamapi/next-70b"
"ffang2025/Affine-tigger-v1","Qwen/Qwen3-1.7B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-1.7B-Base; cardData.base_model_relation=finetune"
"Erland/Qwen3Softpick-8B-Base","Qwen/Qwen3-8B-Base","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen3-8B-Base; cardData.base_model_relation=finetune"
"RedHatAI/granite-3.1-8b-instruct-quantized.w8a8","ibm-granite/granite-3.1-8b-instruct","finetune","high","explicit_card | cardData.base_model=ibm-granite/granite-3.1-8b-instruct; cardData.base_model_relation=finetune"
"RedHatAI/granite-3.1-8b-instruct-quantized.w8a8","ibm-granite/granite-3.1-8b-instruct","quantized","high","explicit_tag | base_model:quantized:ibm-granite/granite-3.1-8b-instruct"
"cerebras/MiniMax-M2.1-REAP-139B-A10B","MiniMaxAI/MiniMax-M2.1","finetune","high","explicit_card | cardData.base_model=MiniMaxAI/MiniMax-M2.1; cardData.base_model_relation=finetune"
"cerebras/MiniMax-M2.1-REAP-139B-A10B","MiniMaxAI/MiniMax-M2.1","quantized","high","explicit_tag | base_model:quantized:MiniMaxAI/MiniMax-M2.1"
"cyankiwi/GLM-4.7-REAP-268B-A32B-AWQ-4bit","cerebras/GLM-4.7-REAP-268B-A32B","finetune","high","explicit_card | cardData.base_model=cerebras/GLM-4.7-REAP-268B-A32B; cardData.base_model_relation=finetune"
"cyankiwi/GLM-4.7-REAP-268B-A32B-AWQ-4bit","cerebras/GLM-4.7-REAP-268B-A32B","quantized","high","explicit_tag | base_model:quantized:cerebras/GLM-4.7-REAP-268B-A32B"
"prithivMLmods/Calcium-Opus-20B-v1","Qwen/Qwen2.5-14B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-14B-Instruct; cardData.base_model_relation=finetune"
"introvoyz041/Qwen3-Zero-Coder-Reasoning-0.8B-q8-mlx-mlx-8Bit","nightmedia/Qwen3-Zero-Coder-Reasoning-0.8B-q8-mlx","finetune","high","explicit_card | cardData.base_model=nightmedia/Qwen3-Zero-Coder-Reasoning-0.8B-q8-mlx; cardData.base_model_relation=finetune"
"introvoyz041/Qwen3-Zero-Coder-Reasoning-0.8B-q8-mlx-mlx-8Bit","nightmedia/Qwen3-Zero-Coder-Reasoning-0.8B-q8-mlx","quantized","high","explicit_tag | base_model:quantized:nightmedia/Qwen3-Zero-Coder-Reasoning-0.8B-q8-mlx"
"ManuelZnnmc/Arch-Router-1.5B","Qwen/Qwen2.5-1.5B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-1.5B-Instruct; cardData.base_model_relation=finetune"
"RedHatAI/Llama-2-7b-dolphin-open_platypus-pruned_70","RedHatAI/Llama-2-7b-pruned70-retrained","finetune","high","explicit_card | cardData.base_model=neuralmagic/Llama-2-7b-pruned70-retrained; cardData.base_model_relation=finetune | validated: base_id 'neuralmagic/Llama-2-7b-pruned70-retrained' -> 'RedHatAI/Llama-2-7b-pruned70-retrained'"
"JetBrains-Research/OpenCoder-1.5B-Random-Files","infly/OpenCoder-1.5B-Base","finetune","high","explicit_card | cardData.base_model=infly/OpenCoder-1.5B-Base; cardData.base_model_relation=finetune"
"OpenGenerativeAI/Bifrost-14B","OpenGenerativeAI/Bifrost","finetune","high","explicit_card | cardData.base_model=OpenGenerativeAI/Bifrost; cardData.base_model_relation=finetune"
"RedHatAI/DeepSeek-R1-Distill-Qwen-32B-quantized.w4a16","deepseek-ai/DeepSeek-R1-Distill-Qwen-32B","finetune","high","explicit_card | cardData.base_model=deepseek-ai/DeepSeek-R1-Distill-Qwen-32B; cardData.base_model_relation=finetune"
"RedHatAI/DeepSeek-R1-Distill-Qwen-32B-quantized.w4a16","deepseek-ai/DeepSeek-R1-Distill-Qwen-32B","quantized","high","explicit_tag | base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Qwen-32B"
"chipcraftx-io/chipcraftx-rtlgen-7b","Qwen/Qwen2.5-Coder-7B-Instruct","finetune","high","explicit_card | cardData.base_model=Qwen/Qwen2.5-Coder-7B-Instruct; cardData.base_model_relation=finetune"
