"model_id","SE_task_name","SE_activity","se_reasoning"
"decompute/Qwen2.5-Coder-1.5B-Instruct","Code generation","Software implementation","The model card explicitly states ""Significantly improvements in **code generation**, **code reasoning** and **code fixing**"" and the abstract mentions impressive code generation capabilities. All three are relevant to the SI phase."
"soka0000/vclm-KoCoder-7B","Code generation","Software implementation","The model card explicitly mentions ""code generation"" as a key feature and includes use cases such as generating functions, classes, and algorithms, which directly supports the software implementation phase. It also mentions debugging and multi-language support, which are relevant to implementing software solutions."
"nativemind/sphere_073_developer","Code review","Software maintenance","The model card explicitly mentions ""Code review Ð¸ Ð°Ð½Ð°Ð»Ð¸Ð·Ð° ÐºÐ¾Ð´Ð°"" (Code review and code analysis), which is a task directly related to software maintenance."
"mradermacher/Almost-Human-X3-32bit-1839-6B-i1-GGUF","Code generation","Software implementation","The model card includes the tags ""programming"", ""code generation"", ""code"", ""coding"", and ""coder"", indicating its relevance to generating and working with code, which directly aligns with the tasks performed during the Software Implementation phase."
"nightmedia/Almost-Human-X3-32bit-1839-6B-qx86-hi-mlx","Coding","Software implementation","The model card explicitly mentions tags like ""programming,"" ""code generation,"" ""code,"" and ""coding,"" indicating its relevance to the Software Implementation phase."
"nightmedia/Almost-Human-X3-32bit-1839-6B-qx86-hi-mlx","Code generation","Software implementation","The model card explicitly mentions ""code generation"" and ""coding,"" which directly support the process of implementing software solutions through code."
"nightmedia/Almost-Human-X3-16bit-1839-6B-qx86-hi-mlx","Coding","Software implementation","The model card explicitly mentions tags such as ""programming"", ""code generation"", ""code"", and ""coding,"" which are all directly relevant to the software implementation phase."
"nightmedia/Almost-Human-X3-16bit-1839-6B-qx86-hi-mlx","Code generation","Software implementation","The model card explicitly mentions tags like ""programming,"" ""code generation,"" ""code,"" and ""coding,"" indicating its applicability to the software implementation phase."
"arunimas1107/anomalydetectionmodel","Defect detection","Software quality assurance","The model card explicitly states that the anomaly detection model is designed for ""Quality control in metal casting manufacturing"" and ""Automated visual inspection systems"". This aligns with the SQA criteria of verifying if the metal casting product is defective by identifying anomalies through visual inspection which in turn detects defects in the metal casting."
"pivotraze/ibm-granite-4.0-h-small-mlx-mxfp4","Code completion","Software implementation","The model card explicitly states ""Code related tasks"" and mentions benchmarks such as ""HumanEval"", ""HumanEval+"", ""MBPP"", ""MBPP+"", ""CRUXEval-O"", and ""BigCodeBench"", which suggests capabilities relevant to software implementation through code. Furthermore, it mentions Fill-In-the-Middle (FIM) code completions, which directly falls under the definition of supporting implementation."
"inclusionAI/LLaDA2.0-flash-preview","Code generation","Software implementation","The model card explicitly states that the model ""Excels in tasks such as code generation"" and also performs well on the ""Coding"" benchmark, which falls under the criteria for relevance to SI."
"nightmedia/Qwen3-Yoyo-V3-54B-A3B-Thinking-TOTAL-RECALL-qx64x-hi-mlx","Coding","Software implementation","The model card explicitly mentions ""programming"", ""code generation"", ""code"", and ""coding"" as tags, indicating its relevance to the software implementation phase."
"nightmedia/Qwen3-Yoyo-V3-54B-A3B-Thinking-TOTAL-RECALL-qx64x-hi-mlx","Code generation","Software implementation","The model card includes tags such as ""programming,"" ""code generation,"" ""code,"" ""coding,"" and ""coder,"" indicating its direct applicability to software implementation through code-related tasks."
"nightmedia/Qwen3-Yoyo-V3-54B-A3B-Thinking-TOTAL-RECALL-qx86x-hi-mlx","Coding","Software implementation","The model card explicitly mentions tags such as ""programming,"" ""code generation,"" ""code,"" and ""coding,"" indicating its applicability to software implementation tasks."
"nightmedia/Qwen3-Yoyo-V3-54B-A3B-Thinking-TOTAL-RECALL-qx86x-hi-mlx","Code generation","Software implementation","The model card explicitly mentions tags such as ""programming,"" ""code generation,"" ""code,"" ""codeqwen,"" ""coding,"" and ""coder,"" indicating its relevance to software implementation."
"nightmedia/Qwen3-Yoyo-V3-42B-A3B-Thinking-TOTAL-RECALL-ST-TNG-III-qx64x-hi-mlx","Coding","Software implementation","The model card explicitly lists ""code generation"" and ""coding"" among its tags, indicating its applicability to tasks within the Software Implementation phase."
"nightmedia/Qwen3-Yoyo-V3-42B-A3B-Thinking-TOTAL-RECALL-ST-TNG-III-qx64x-hi-mlx","Code generation","Software implementation","The model card explicitly mentions ""code generation"" and ""coding"", which directly support the process of implementing software solutions through code, thus aligning with the criteria for SI relevance."
"nightmedia/Qwen3-Yoyo-V3-42B-A3B-Thinking-TOTAL-RECALL-ST-TNG-qx64x-hi-mlx","Coding","Software implementation","The model card explicitly mentions ""programming,"" ""code generation,"" ""code,"" ""coding,"" and ""coder"" as tags, which are all relevant to the Software Implementation phase."
"nightmedia/Qwen3-Yoyo-V3-42B-A3B-Thinking-TOTAL-RECALL-ST-TNG-qx64x-hi-mlx","Code generation","Software implementation","The model card explicitly mentions ""code generation,"" ""code,"" and ""coding"" under the tags, which directly supports the implementation of software solutions through code."
