entity_id,entity_type,issues,status
RichardErkhov/THUDM_-_codegeex4-all-9b-gguf,Model,user_published_model,ok
yasserrmd/AgenticCoder-4B,Model,user_published_model;model_defined_for,ok
zjxia/Qwen3-4B-tau2-sft1,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
DavidAU/Qwen3.5-40B-Claude-4.6-Opus-Deckard-Heretic-Uncensored-Thinking,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on,ok
RichardErkhov/rombodawg_-_Everyone-Coder-4x7b-Base-gguf,Model,user_published_model,ok
lmstudio-community/Hyperion-3.0-Mistral-7B-DPO-GGUF,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
mradermacher/Qwen3-Deckard-Large-Almost-Human-6B-III-160-OMEGA-GGUF,Model,user_published_model;model_trained_on,ok
Robertp423/Qwen3-VL-32B-Ievum-Merged,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
TevunahAi/NextCoder-32B-TevunahAi-GPTQ,Model,user_published_model,ok
cyankiwi/Qwen3-VL-8B-Instruct-AWQ-8bit,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
lmstudio-community/AceInstruct-7B-GGUF,Model,user_published_model;model_defined_for,ok
diegoluchetti1/nasa-se-assistant-3b-gguf,Model,created_user_node;user_published_model,ok
Mungert/Seed-Coder-8B-Reasoning-GGUF,Model,user_published_model;model_defined_for;model_cites_paper,ok
prithivMLmods/rnj-1-instruct-GGUF,Model,user_published_model;model_defined_for,ok
zakonitebg2023/ZakonGPT,Model,created_user_node;user_published_model;created_paper_stub;model_cites_paper,ok
flax-community/gpt-neo-125M-code-clippy-dedup,Model,user_published_model;model_defined_for;model_cites_paper,ok
Kaludi/Reviews-Sentiment-Analysis,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
google/codegemma-1.1-2b-GGUF,Model,created_user_node;user_published_model;model_defined_for,ok
OpenLLM-Korea/kanana-1.5-2.1b-base,Model,user_published_model;model_defined_for;model_cites_paper,ok
HuanWang/test,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
sh0ck0r/Qwen3-VL-32B-Thinking-heretic,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
flagopen/codegen25-mono-taco,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
LLM4APR/CodeLlama-70B_for_NTR,Model,user_published_model;model_defined_for,ok
TheBloke/CodeLlama-7B-Instruct-GGUF,Model,user_published_model;model_defined_for;model_cites_paper,ok
TevunahAi/Granite-20B-Code-Instruct-TevunahAi-GPTQ,Model,user_published_model,ok
CometAPI/GPT-5-Codex,Model,user_published_model,ok
KAKA22/CodeRM-8B,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_paper_stub;model_cites_paper,ok
vodkaslime/test-repo-stablecode,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
bigatuna/Qwen3-1.7B-Sushi-Coder,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_trained_on,ok
Decosin/Qwen3.5-397B-A17B,Model,created_user_node;user_published_model;model_defined_for,ok
nitky/FuseO1-DeepSeekR1-QwQ-SkyT1-Flash-Japanese-Bakeneko-32B-Preview,Model,user_published_model;model_defined_for;model_cites_paper,ok
nightmedia/Qwen3-ST-TNG-DS9-Voyager-Unhinged-6B-qx86-hi-mlx,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on,ok
mpolacek/ElectraCzech-small,Model,created_user_node;user_published_model,ok
LoneStriker/Code-290k-13B-3.0bpw-h6-exl2,Model,user_published_model;model_defined_for;model_trained_on,ok
Ab1jeet/gpt2-finetuned,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
solidrust/Mistral-7B-v0.2-AWQ,Model,user_published_model;model_defined_for;model_cites_paper,ok
nwdxlgzs/XL-LuaCopilot-0.6B-FFT-MNN_Q8,Model,created_user_node;user_published_model;model_defined_for,ok
mradermacher/Qwen3-ST-The-Next-Generation-42B-GGUF,Model,user_published_model;model_trained_on,ok
Kwaipilot/KwaiCoder-23B-A4B-v1,Model,user_published_model;model_defined_for,ok
claudios/cotext-1-cc,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper,ok
AquaAge/airpha-VLM-7B,Model,created_user_node;user_published_model;model_defined_for,ok
TeichAI/Qwen3-14B-Claude-Sonnet-4.5-Reasoning-Distill-GGUF,Model,created_user_node;user_published_model;created_dataset_stub;model_trained_on,ok
adeleoromni/m7_11_26,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
swardiantara/ADFLER-albert-base-v2,Model,created_user_node;user_published_model;model_defined_for,ok
pegasus912/Qwen3-8B-DND-Almost-Human-C-Q6_K-GGUF,Model,created_user_node;user_published_model;model_defined_for;model_trained_on,ok
RichardErkhov/codellama_-_CodeLlama-70b-Instruct-hf-gguf,Model,user_published_model;model_cites_paper,ok
kostakoff/Mistral-7B-Instruct-v0.1,Model,user_published_model;model_defined_for;model_cites_paper,ok
yoni-log/llama-8b-python,Model,created_user_node;user_published_model,ok
thesven/Aether-Qwen2-0.5B-SFT-v0.0.2,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
curli12/Affine-test-5CoTcjHRrQDfe6TzTtz5uY724n7YdAhJxivFWPAbwA2mtG3w,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
eternalGenius/rubert_level2_v2,Model,user_published_model;model_defined_for,ok
MasterControlAIML/Qwen3-32B-AWQ-163K,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
NousResearch/Hermes-3-Llama-3.1-405B-FP8,Model,user_published_model;model_cites_paper,ok
Salesforce/codegen-2B-mono,Model,user_published_model;model_defined_for;model_cites_paper,ok
mradermacher/Qwen3-ST-The-Next-Generation-II-E32-v1-256k-ctx-6B-i1-GGUF,Model,user_published_model;model_trained_on,ok
TevunahAi/Dream-Coder-v0-Instruct-7B-FP8,Model,user_published_model,ok
AutomatedScientist/pynb-73m-base,Model,created_user_node;user_published_model;model_defined_for,ok
mradermacher/prox-7b-sft-i1-GGUF,Model,user_published_model,ok
tryumanshow/Qwen3-8B-no-think,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
braindao/iq-code-evmind-v3.1-granite-8b-instruct-expert,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
mozilla-ai/Phi-3-medium-128k-instruct-llamafile,Model,user_published_model,ok
mradermacher/Qwen3-Jan-v1-256k-ctx-6B-Brainstorm20x-i1-GGUF,Model,user_published_model,ok
Qwen/Qwen2.5-Coder-14B-Instruct-GGUF,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
ATL-Machine/affine-5-5GEc6UzXjDCDxcE7cpB8yxW3g83gSNFVQYZJZRYMQXdkBU6Y,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
Akicou/GLM-4.7-Flash-REAP-50,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
Locutusque/Hyperion-3.0-Yi-34B,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
RichardErkhov/budecosystem_-_code-millenials-13b-gguf,Model,user_published_model,ok
Mittai17/WinSentinel-Llama3.2-3B-GGUF,Model,created_user_node;user_published_model,ok
aiyun123/Qwen2.5-Coder-0.5B-Instruct,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on;created_dataset_stub;model_trained_on,ok
unsloth/c4ai-command-a-03-2025,Model,user_published_model;model_defined_for,ok
DeepBrainz/DeepBrainz-R1-2B,Model,user_published_model;model_defined_for,ok
royleibov/granite-3b-code-base-128k-ZipNN-Compressed,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_cites_paper,ok
GAlex535/Qwen3-14B-NVFP4,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
pipizhao/Pandalyst_13B_V1.0,Model,created_user_node;user_published_model;model_defined_for,ok
envsetup-rl-dl4c/Qwen3-8B-am,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
srallabandi0225/inframind-0.5b-grpo,Model,created_user_node;user_published_model;model_defined_for;model_trained_on,ok
mradermacher/Qwen3-Almost-Human-X1-6B-e32-GGUF,Model,user_published_model;model_trained_on,ok
XiaoHe021/starvector-1b-im2svg,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper,ok
narvesh18/SanctumAI-v1,Model,created_user_node;user_published_model;model_defined_for,ok
Mungert/Qwen3-VL-2B-Instruct-GGUF,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
RichardErkhov/Kortix_-_FastApply-1.5B-v1.0-gguf,Model,user_published_model,ok
AfricaKing/CodeT5p-220m-02,Model,created_user_node;user_published_model;model_cites_paper,ok
nativemind/sphere_073_develop_coder,Model,created_user_node;user_published_model,ok
Prince-1/OpenReasoning-Nemotron-7B,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
RedHatAI/starcoder2-3b-quantized.w8a8,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper;model_cites_paper;model_cites_paper,ok
Maincode/Maincoder-1B-ONNX,Model,created_user_node;user_published_model;model_defined_for,ok
hflog/LeroyDyer-Mixtral_AI_CyberTron_Ultra,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on,ok
allenai/open-instruct-code-alpaca-13b,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper;model_cites_paper,ok
Bojun-Feng/Qwen2.5-Coder-32B-Instruct-GGUF-llamafile,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
Gabriel2502/gclc-rl-model-deepseek-fix,Model,created_user_node;user_published_model;created_task_node;model_defined_for,ok
Pasta009/IF-CLP-13B,Model,user_published_model;model_defined_for;model_trained_on;model_trained_on;model_cites_paper,ok
ThomasBaruzier/Qwen2.5-Coder-7B-Instruct-GGUF,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
TheBloke/WizardCoder-33B-V1.1-GPTQ,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
cfahlgren1/OpenHermes-Llama_3B,Model,created_user_node;user_published_model;model_defined_for;model_trained_on,ok
irfanalee/code-review-critic-py,Model,created_user_node;user_published_model;model_defined_for;model_trained_on,ok
Tonic/c4ai-command-a-03-2025-4bit_nf4_double,Model,created_user_node;user_published_model;model_defined_for,ok
mrm8488/codebert-base-finetuned-detect-insecure-code,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on;model_cites_paper;model_cites_paper,ok
mradermacher/Cipher-20B-GGUF,Model,user_published_model,ok
PRMMODEL/qwen3-8b,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
RichardErkhov/BSC-LT_-_salamandra-2b-gguf,Model,user_published_model;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
aayanmishra-ml/Athena-1-1.5B,Model,user_published_model;model_defined_for,ok
arcee-ai/Virtuoso-Small-v2,Model,user_published_model;model_defined_for,ok
yarenty/qwen2.5-3B-datafusion-instruct-gguf,Model,created_user_node;user_published_model;created_dataset_stub;model_trained_on,ok
TheBloke/CodeLlama-70B-Python-GPTQ,Model,user_published_model;model_defined_for;model_cites_paper,ok
michaelfeil/ct2fast-codegen-6B-multi,Model,user_published_model;model_cites_paper,ok
HIT-SCIR/Chinese-Mixtral-8x7B,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;created_paper_stub;model_cites_paper,ok
digitalassistant-ai/Selling-Assistant-V1,Model,created_user_node;user_published_model;model_defined_for,ok
CometAPI/gpt-5-1,Model,user_published_model,ok
ALI-USER/qwen2.5-coder-spider-sql,Model,created_user_node;user_published_model;model_defined_for;model_trained_on,ok
helmo/code-search-net-multilang-tokenizer,Model,created_user_node;user_published_model;model_cites_paper,ok
ise-uiuc/Magicoder-DS-6.7B,Model,user_published_model;model_defined_for;model_trained_on;model_cites_paper;model_cites_paper,ok
bigscience/bloomz,Model,user_published_model;model_defined_for;model_trained_on;created_paper_stub;model_cites_paper,ok
RichardErkhov/openbmb_-_Eurus-7b-sft-gguf,Model,user_published_model;model_cites_paper,ok
Nbeau/grammarBERT,Model,created_user_node;user_published_model;model_trained_on,ok
np-deploys/Qwen3-8B-AWQ,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper,ok
candenizkocak/tile-defect-detection-yolo11,Model,created_user_node;user_published_model;created_task_node;model_defined_for;created_dataset_stub;model_trained_on,ok
ai-nexuz/llama-3.2-1b-instruct-fine-tuned,Model,created_user_node;user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
brandonswe/Qwen2.5-Coder-32B,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper,ok
prithivMLmods/Qwen3-Coder-30B-A3B-Instruct-GGUF,Model,user_published_model;model_defined_for,ok
lmstudio-community/starcoder2-15b-instruct-v0.1-GGUF,Model,user_published_model;model_defined_for;model_trained_on,ok
GAIR/OpenSWE-32B,Model,created_user_node;user_published_model;model_defined_for;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper,ok
SEBIS/code_trans_t5_base_code_comment_generation_java_transfer_learning_finetune,Model,user_published_model;model_defined_for,ok
lumolabs-ai/Lumo-DeepSeek-R1-8B,Model,created_user_node;user_published_model;created_dataset_stub;model_trained_on,ok
MidnightPhreaker/MidnightPhreaker-MiniMax-M2-REAP-172B-A10B-EXL3_2.12bpw_H6,Model,created_user_node;user_published_model;model_defined_for;model_cites_paper,ok
nightmedia/Qwen3-Stargate-SG1-Uncensored-Abliterated-8B-qx86-hi-mlx,Model,user_published_model;model_defined_for,ok
kramp/ruvltra-claude-code,Model,created_user_node;user_published_model;model_defined_for,ok
prithivMLmods/Qwen2.5-3B-Tamil-Exp,Model,user_published_model;model_defined_for;created_dataset_stub;model_trained_on,ok
RichardErkhov/ed001_-_datagemma-2b-gguf,Model,user_published_model,ok
QuantFactory/FastApply-1.5B-v1.0-GGUF,Model,user_published_model,ok
lmstudio-community/Qwen2.5-Coder-7B-Instruct-GGUF,Model,user_published_model;model_defined_for,ok
Qwen/CodeQwen1.5-7B-Chat-GGUF,Model,user_published_model;model_defined_for;model_cites_paper,ok
jugalgajjar/PyJavaCPP-Vuln-Fixer,Model,created_user_node;user_published_model,ok
SanctumAI/granite-8b-code-instruct-GGUF,Model,created_user_node;user_published_model;model_defined_for;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_trained_on;model_cites_paper,ok
Mungert/Strand-Rust-Coder-14B-v1-GGUF,Model,user_published_model;model_defined_for;model_trained_on;created_paper_stub;model_cites_paper;created_paper_stub;model_cites_paper,ok
RedHatAI/DeepSeek-R1-Distill-Qwen-14B-quantized.w8a8,Model,user_published_model;model_defined_for;model_cites_paper,ok
mradermacher/Qwen3-Coder-42B-A3B-Instruct-TOTAL-RECALL-MASTER-CODER-M-GGUF,Model,user_published_model,ok
RichardErkhov/MadMarx37_-_deepseek-coder-1.3b-python-peft-gguf,Model,user_published_model,ok
edumunozsala/llama-2-7b-int4-python-code-20k,Model,created_user_node;user_published_model;model_defined_for;model_trained_on,ok
Laibaaaaa/MiniMax-M2.5,Model,created_user_node;user_published_model;model_defined_for,ok
Qwen/Qwen3-235B-A22B-Instruct-2507,Model,user_published_model;model_defined_for;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper;model_cites_paper,ok
